Ai,2015,2016,2017,2018,2019
$A_{1}$,0.6156034059891771,0.6097903736981072,0.6351525812148173,0.6499971384859998,0.6312238347790248
$A_{2}$,0.34344786397967453,0.37962080277341737,0.35584933638955313,0.42414998070002413,0.3813562131339202
$A_{3}$,0.4918701608076008,0.440197207504697,0.4524604887551777,0.4460447325353768,0.49307243238865245
$A_{4}$,0.6977347011563204,0.6811571465870012,0.6944657295091802,0.6780411171860047,0.6350814882607922
$A_{5}$,0.5981833756889989,0.5858239595397844,0.5838061582997807,0.595490183489261,0.5774633686040586
$A_{6}$,0.7436047307914956,0.7433242819357142,0.75148668494014,0.75336915694371,0.7745568991452276
$A_{7}$,0.6883683475693524,0.6731276168559795,0.683946325958327,0.6768615113266719,0.6464127471702616
$A_{8}$,0.47805963447544364,0.4778717715827262,0.5109007849697006,0.5517315249877937,0.4563970370284244
$A_{9}$,0.5939359024568754,0.6172437706298993,0.616220048269799,0.638046491978502,0.5860628472790813
$A_{10}$,0.5959435452531382,0.5760028572484398,0.6110066225502461,0.6391685303277886,0.6098537409996445
$A_{11}$,0.33419818448496275,0.32603648068307284,0.37053701873805767,0.37006729428707175,0.3972277428677604
$A_{12}$,0.32600776707632295,0.3643771289208932,0.4234572887505782,0.5363081959445687,0.4723880076918716
$A_{13}$,0.5460235675865044,0.5240223880799098,0.5721542567689093,0.5543631223810663,0.6273141079715356
$A_{14}$,0.616160982356869,0.6989012812764763,0.7188890819650879,0.7500426572160053,0.6252703726587261
$A_{15}$,0.6580943791476632,0.569616081409701,0.5854750872398741,0.6923121055921687,0.6304264064707313
$A_{16}$,0.42524841325257917,0.4094627608686455,0.4240303901589424,0.5372502570737689,0.530477669258231
$A_{17}$,0.6036815148134668,0.6052872958483049,0.6020768822140168,0.614254910606005,0.5753662324925028
$A_{18}$,0.6389760112791262,0.6474533383061641,0.621599381065538,0.6219094572868841,0.6093752241485572
$A_{19}$,0.3670243717737921,0.34260402967757925,0.3500275138680306,0.35465645175463617,0.37675234116849476
$A_{20}$,0.5823621148394307,0.5664635270248838,0.5212619380258301,0.5824547294760835,0.5578279895366512
$A_{21}$,0.2787767244294013,0.25734892856197195,0.2076906372461122,0.23338155573531286,0.24711366997522677
$A_{22}$,0.40835826838360917,0.38788311242879825,0.4520623058164137,0.504095083088825,0.486553756264001
$A_{23}$,0.3823171038157298,0.4690195054729469,0.4261266448151904,0.4958146961715425,0.5075532677343436
$A_{24}$,0.7881097133530361,0.7873225973751544,0.783779029024427,0.7855715522436019,0.7942470704216649
$A_{25}$,0.8370564799421503,0.7731340722515438,0.7768344259637767,0.7836710118390846,0.7646984538777616
$A_{26}$,0.726673549458366,0.6874707530755324,0.6963600856624474,0.6981723310497745,0.6291916358171569
